timestamp,timestamp_iso,student_id,yaw,pitch,roll,attention_state,assignment_id
1771749712789,2026-02-22T08:41:52.789Z,12,28.03,-21.28,-172.43,0,5
1771749714889,2026-02-22T08:41:54.889Z,12,-25.18,-24.58,145.95,0,5
1771749716989,2026-02-22T08:41:56.989Z,12,-37.85,33.38,-102.87,0,5
1771749719089,2026-02-22T08:41:59.089Z,12,15.68,1.85,-9.84,1,5
1771749721189,2026-02-22T08:42:01.189Z,12,29.76,-33.18,-52.45,0,5
1771749723289,2026-02-22T08:42:03.289Z,12,13.1,-11.59,55.24,1,5
1771749725389,2026-02-22T08:42:05.389Z,12,-35.07,36.01,-140.66,0,5
1771749727489,2026-02-22T08:42:07.489Z,12,1.31,-9.36,-113.94,1,5
1771749729589,2026-02-22T08:42:09.589Z,12,-36.08,-21.01,179.74,0,5
1771749731689,2026-02-22T08:42:11.689Z,12,-48.16,-23.33,-5.17,0,5
1771749733789,2026-02-22T08:42:13.789Z,12,-3.56,-11.48,-43.57,1,5
1771749735889,2026-02-22T08:42:15.889Z,12,48.16,25.7,70.77,0,5
1771749737989,2026-02-22T08:42:17.989Z,12,28.87,24.35,-158.95,0,5
1771749740089,2026-02-22T08:42:20.089Z,12,-43.7,-21.0,-8.36,0,5
1771749742189,2026-02-22T08:42:22.189Z,12,-26.42,-37.03,-155.33,0,5
1771749744289,2026-02-22T08:42:24.289Z,12,13.03,-2.5,158.97,1,5
1771749746389,2026-02-22T08:42:26.389Z,12,-40.48,33.15,23.48,0,5
1771749748489,2026-02-22T08:42:28.489Z,12,-8.61,4.41,-66.89,1,5
1771749750589,2026-02-22T08:42:30.589Z,12,-13.29,3.78,-15.4,1,5
1771749706489,2026-02-22T08:41:46.489Z,12,17.94,12.9,-153.63,1,6
1771749708589,2026-02-22T08:41:48.589Z,12,-8.45,11.26,137.11,1,6
1771749710689,2026-02-22T08:41:50.689Z,12,32.12,36.67,73.27,0,6
1771749712789,2026-02-22T08:41:52.789Z,12,17.54,4.0,-177.18,1,6
1771749714889,2026-02-22T08:41:54.889Z,12,48.29,-38.78,-131.66,0,6
1771749716989,2026-02-22T08:41:56.989Z,12,-14.15,1.38,-81.95,1,6
1771749719089,2026-02-22T08:41:59.089Z,12,7.83,-7.71,48.33,1,6
1771749721189,2026-02-22T08:42:01.189Z,12,-0.41,10.54,124.6,1,6
1771749723289,2026-02-22T08:42:03.289Z,12,-2.75,-5.81,-178.72,1,6
1771749725389,2026-02-22T08:42:05.389Z,12,29.04,31.03,-26.03,0,6
1771749727489,2026-02-22T08:42:07.489Z,12,-15.29,9.96,145.41,1,6
1771749729589,2026-02-22T08:42:09.589Z,12,12.05,2.15,-126.69,1,6
1771749731689,2026-02-22T08:42:11.689Z,12,-6.9,10.37,106.6,1,6
1771749733789,2026-02-22T08:42:13.789Z,12,30.25,-33.34,-52.68,0,6
1771749735889,2026-02-22T08:42:15.889Z,12,13.49,12.32,89.81,1,6
1771749737989,2026-02-22T08:42:17.989Z,12,-46.62,-37.63,-171.08,0,6
1771749740089,2026-02-22T08:42:20.089Z,12,44.56,36.04,131.06,0,6
1771749742189,2026-02-22T08:42:22.189Z,12,28.98,-27.65,-166.06,0,6
1771749744289,2026-02-22T08:42:24.289Z,12,-10.82,10.88,-54.12,1,6
1771749746389,2026-02-22T08:42:26.389Z,12,-30.57,-27.97,-79.7,0,6
1771749706489,2026-02-22T08:41:46.489Z,12,33.78,33.59,123.72,0,7
1771749708589,2026-02-22T08:41:48.589Z,12,-17.01,9.8,-85.96,1,7
1771749710689,2026-02-22T08:41:50.689Z,12,25.96,26.91,103.11,0,7
1771749712789,2026-02-22T08:41:52.789Z,12,-34.63,-25.09,75.16,0,7
1771749714889,2026-02-22T08:41:54.889Z,12,15.32,1.0,78.99,1,7
1771749716989,2026-02-22T08:41:56.989Z,12,-34.11,-38.98,151.48,0,7
1771749719089,2026-02-22T08:41:59.089Z,12,-42.99,30.14,60.08,0,7
1771749721189,2026-02-22T08:42:01.189Z,12,7.1,1.41,-110.94,1,7
1771749723289,2026-02-22T08:42:03.289Z,12,41.93,-32.31,-71.66,0,7
1771749725389,2026-02-22T08:42:05.389Z,12,-32.6,-28.6,28.79,0,7
1771749727489,2026-02-22T08:42:07.489Z,12,36.04,-30.22,105.74,0,7
1771749729589,2026-02-22T08:42:09.589Z,12,-41.47,30.31,47.86,0,7
1771749731689,2026-02-22T08:42:11.689Z,12,11.46,6.53,62.21,1,7
1771749733789,2026-02-22T08:42:13.789Z,12,-10.83,-12.36,-91.86,1,7
1771749735889,2026-02-22T08:42:15.889Z,12,-36.39,-34.37,-41.77,0,7
1771749737989,2026-02-22T08:42:17.989Z,12,-12.69,4.88,141.36,1,7
1771749740089,2026-02-22T08:42:20.089Z,12,-44.46,-23.52,164.87,0,7
1771749742189,2026-02-22T08:42:22.189Z,12,-38.94,-29.13,108.51,0,7
1771749744289,2026-02-22T08:42:24.289Z,12,48.75,32.25,78.94,0,7
1771749746389,2026-02-22T08:42:26.389Z,12,47.43,29.0,90.64,0,7
1771749748489,2026-02-22T08:42:28.489Z,12,44.15,32.53,-81.14,0,7
1771749750589,2026-02-22T08:42:30.589Z,12,-7.71,-5.94,-64.9,1,7
1771749706489,2026-02-22T08:41:46.489Z,13,-12.5,-7.44,-30.65,1,4
1771749708589,2026-02-22T08:41:48.589Z,13,-1.23,-11.38,119.84,1,4
1771749710689,2026-02-22T08:41:50.689Z,13,9.71,11.6,-172.97,1,4
1771749712789,2026-02-22T08:41:52.789Z,13,36.92,25.97,-39.6,0,4
1771749714889,2026-02-22T08:41:54.889Z,13,38.46,-29.76,-81.74,0,4
1771749716989,2026-02-22T08:41:56.989Z,13,33.4,34.48,122.58,0,4
1771749719089,2026-02-22T08:41:59.089Z,13,-47.67,-21.68,-25.7,0,4
1771749721189,2026-02-22T08:42:01.189Z,13,-26.26,26.55,-16.31,0,4
1771749723289,2026-02-22T08:42:03.289Z,13,13.67,-5.77,162.43,1,4
1771749725389,2026-02-22T08:42:05.389Z,13,12.06,-0.77,89.65,1,4
1771749727489,2026-02-22T08:42:07.489Z,13,16.27,-7.17,-155.3,1,4
1771749729589,2026-02-22T08:42:09.589Z,13,-43.86,-23.99,-172.66,0,4
1771749731689,2026-02-22T08:42:11.689Z,13,-13.46,4.41,23.03,1,4
1771749733789,2026-02-22T08:42:13.789Z,13,7.18,6.94,-119.6,1,4
1771749735889,2026-02-22T08:42:15.889Z,13,-44.44,-39.29,-141.08,0,4
1771749737989,2026-02-22T08:42:17.989Z,13,-6.77,4.61,164.94,1,4
1771749740089,2026-02-22T08:42:20.089Z,13,7.74,-11.02,68.62,1,4
1771749742189,2026-02-22T08:42:22.189Z,13,-42.43,37.01,36.15,0,4
1771749744289,2026-02-22T08:42:24.289Z,13,17.42,7.35,-55.01,1,4
1771749746389,2026-02-22T08:42:26.389Z,13,-4.66,0.15,-57.16,1,4
1771749748489,2026-02-22T08:42:28.489Z,13,27.64,32.71,118.33,0,4
1771749750589,2026-02-22T08:42:30.589Z,13,29.4,32.32,151.06,0,4
1771749752689,2026-02-22T08:42:32.689Z,13,35.89,26.45,-91.62,0,4
1771749754789,2026-02-22T08:42:34.789Z,13,47.04,-35.01,25.15,0,4
1771749756889,2026-02-22T08:42:36.889Z,13,25.72,23.64,-103.64,0,4
1771749758989,2026-02-22T08:42:38.989Z,13,31.99,31.12,5.99,0,4
1771749761089,2026-02-22T08:42:41.089Z,13,-9.31,-2.43,19.86,1,4
1771749706489,2026-02-22T08:41:46.489Z,13,36.2,-21.86,-100.23,0,5
1771749708589,2026-02-22T08:41:48.589Z,13,41.6,29.47,11.13,0,5
1771749710689,2026-02-22T08:41:50.689Z,13,8.85,-4.4,73.03,1,5
1771749712789,2026-02-22T08:41:52.789Z,13,-8.95,-9.86,-110.67,1,5
1771749714889,2026-02-22T08:41:54.889Z,13,1.29,6.82,-113.35,1,5
1771749716989,2026-02-22T08:41:56.989Z,13,-0.57,5.84,171.58,1,5
1771749719089,2026-02-22T08:41:59.089Z,13,-7.81,-10.39,-110.12,1,5
1771749721189,2026-02-22T08:42:01.189Z,13,-11.54,-12.63,12.29,1,5
1771749723289,2026-02-22T08:42:03.289Z,13,17.07,1.39,71.07,1,5
1771749725389,2026-02-22T08:42:05.389Z,13,13.26,-0.24,134.18,1,5
1771749727489,2026-02-22T08:42:07.489Z,13,36.97,23.69,-161.5,0,5
1771749729589,2026-02-22T08:42:09.589Z,13,27.85,-28.01,-153.33,0,5
1771749731689,2026-02-22T08:42:11.689Z,13,-28.79,21.7,-90.65,0,5
1771749733789,2026-02-22T08:42:13.789Z,13,40.16,-35.51,-43.06,0,5
1771749735889,2026-02-22T08:42:15.889Z,13,46.5,26.11,43.57,0,5
1771749737989,2026-02-22T08:42:17.989Z,13,-48.69,-32.51,-84.73,0,5
1771749740089,2026-02-22T08:42:20.089Z,13,-9.36,1.35,-123.65,1,5
1771749742189,2026-02-22T08:42:22.189Z,13,6.82,-0.78,-168.25,1,5
1771749744289,2026-02-22T08:42:24.289Z,13,-7.82,9.35,-154.38,1,5
1771749746389,2026-02-22T08:42:26.389Z,13,-8.48,7.57,32.32,1,5
1771749748489,2026-02-22T08:42:28.489Z,13,-35.63,-32.95,147.03,0,5
1771749750589,2026-02-22T08:42:30.589Z,13,-26.49,31.9,116.73,0,5
1771749752689,2026-02-22T08:42:32.689Z,13,28.11,33.99,159.36,0,5
1771749754789,2026-02-22T08:42:34.789Z,13,-0.22,-10.91,-165.65,1,5
1771749756889,2026-02-22T08:42:36.889Z,13,-6.4,-6.49,-147.12,1,5
1771749758989,2026-02-22T08:42:38.989Z,13,-49.99,31.52,94.72,0,5
1771749761089,2026-02-22T08:42:41.089Z,13,0.68,-1.5,-79.86,1,5
1771749706489,2026-02-22T08:41:46.489Z,13,33.7,26.42,-142.34,0,6
1771749708589,2026-02-22T08:41:48.589Z,13,-3.18,-0.12,58.53,1,6
1771749710689,2026-02-22T08:41:50.689Z,13,9.38,-12.05,-148.3,1,6
1771749712789,2026-02-22T08:41:52.789Z,13,-13.83,7.09,131.37,1,6
1771749714889,2026-02-22T08:41:54.889Z,13,-41.44,28.26,-112.47,0,6
1771749716989,2026-02-22T08:41:56.989Z,13,9.23,3.26,93.6,1,6
1771749719089,2026-02-22T08:41:59.089Z,13,1.77,11.12,-22.28,1,6
1771749721189,2026-02-22T08:42:01.189Z,13,-25.72,-34.2,-68.13,0,6
1771749723289,2026-02-22T08:42:03.289Z,13,-3.31,-7.16,122.91,1,6
1771749725389,2026-02-22T08:42:05.389Z,13,16.09,3.84,-124.57,1,6
1771749727489,2026-02-22T08:42:07.489Z,13,37.72,28.31,-6.3,0,6
1771749729589,2026-02-22T08:42:09.589Z,13,-1.56,-9.24,-111.38,1,6
1771749731689,2026-02-22T08:42:11.689Z,13,-46.6,35.45,127.59,0,6
1771749733789,2026-02-22T08:42:13.789Z,13,10.36,-6.05,-179.08,1,6
1771749735889,2026-02-22T08:42:15.889Z,13,46.63,30.77,-55.76,0,6
1771749737989,2026-02-22T08:42:17.989Z,13,1.56,-1.16,-64.16,1,6
1771749740089,2026-02-22T08:42:20.089Z,13,7.11,1.87,-95.92,1,6
1771749742189,2026-02-22T08:42:22.189Z,13,-32.95,34.1,112.11,0,6
1771749744289,2026-02-22T08:42:24.289Z,13,5.89,8.34,173.09,1,6
1771749746389,2026-02-22T08:42:26.389Z,13,-16.67,0.06,32.46,1,6
1771749748489,2026-02-22T08:42:28.489Z,13,27.49,20.31,-128.1,0,6
1771749750589,2026-02-22T08:42:30.589Z,13,-26.87,26.77,69.37,0,6
1771749752689,2026-02-22T08:42:32.689Z,13,46.31,39.08,45.65,0,6
1771749754789,2026-02-22T08:42:34.789Z,13,46.81,-32.35,-95.48,0,6
1771749756889,2026-02-22T08:42:36.889Z,13,49.94,-28.68,-144.56,0,6
1771749758989,2026-02-22T08:42:38.989Z,13,-36.09,38.07,-163.44,0,6
1771749761089,2026-02-22T08:42:41.089Z,13,33.96,22.91,11.22,0,6
1771749763189,2026-02-22T08:42:43.189Z,13,-29.25,-32.19,-42.28,0,6
1771749765289,2026-02-22T08:42:45.289Z,13,47.82,-24.64,49.65,0,6
1771749767389,2026-02-22T08:42:47.389Z,13,6.01,10.37,-12.51,1,6
1771749769489,2026-02-22T08:42:49.489Z,13,1.68,-11.08,160.28,1,6
1771749771589,2026-02-22T08:42:51.589Z,13,40.97,33.81,-15.54,0,6
1771749773689,2026-02-22T08:42:53.689Z,13,17.98,9.19,-141.6,1,6
1771749775789,2026-02-22T08:42:55.789Z,13,-5.08,-5.31,71.74,1,6
1771749777889,2026-02-22T08:42:57.889Z,13,11.88,-2.71,-177.08,1,6
1771749706489,2026-02-22T08:41:46.489Z,13,-47.77,36.66,145.06,0,7
1771749708589,2026-02-22T08:41:48.589Z,13,-40.18,24.38,-111.55,0,7
1771749710689,2026-02-22T08:41:50.689Z,13,9.2,6.95,65.11,1,7
1771749712789,2026-02-22T08:41:52.789Z,13,-14.5,3.31,-165.81,1,7
1771749714889,2026-02-22T08:41:54.889Z,13,-39.49,-21.8,-73.76,0,7
1771749716989,2026-02-22T08:41:56.989Z,13,-30.02,30.62,148.86,0,7
1771749719089,2026-02-22T08:41:59.089Z,13,47.85,39.35,-73.75,0,7
1771749721189,2026-02-22T08:42:01.189Z,13,-36.71,-22.82,167.94,0,7
1771749723289,2026-02-22T08:42:03.289Z,13,49.18,21.81,-37.95,0,7
1771749725389,2026-02-22T08:42:05.389Z,13,-13.55,-3.42,89.64,1,7
1771749727489,2026-02-22T08:42:07.489Z,13,-4.28,3.6,-46.27,1,7
1771749729589,2026-02-22T08:42:09.589Z,13,25.63,38.31,-100.31,0,7
1771749731689,2026-02-22T08:42:11.689Z,13,11.66,10.64,-71.21,1,7
1771749733789,2026-02-22T08:42:13.789Z,13,-12.97,11.6,-70.43,1,7
1771749735889,2026-02-22T08:42:15.889Z,13,-14.5,10.07,-131.16,1,7
1771749737989,2026-02-22T08:42:17.989Z,13,6.14,6.32,160.55,1,7
1771749740089,2026-02-22T08:42:20.089Z,13,8.72,-8.98,-30.64,1,7
1771749742189,2026-02-22T08:42:22.189Z,13,-0.38,-2.39,162.55,1,7
1771749744289,2026-02-22T08:42:24.289Z,13,-4.66,-1.47,162.2,1,7
1771749746389,2026-02-22T08:42:26.389Z,13,-49.52,30.89,172.02,0,7
1771749748489,2026-02-22T08:42:28.489Z,13,-3.67,-8.06,-136.02,1,7
1771749750589,2026-02-22T08:42:30.589Z,13,27.29,-32.83,34.97,0,7
1771749752689,2026-02-22T08:42:32.689Z,13,10.32,-6.67,-134.67,1,7
1771749754789,2026-02-22T08:42:34.789Z,13,-45.75,-31.73,112.7,0,7
1771749756889,2026-02-22T08:42:36.889Z,13,9.88,7.5,34.55,1,7
1771749758989,2026-02-22T08:42:38.989Z,13,17.43,12.68,14.48,1,7
1771749761089,2026-02-22T08:42:41.089Z,13,-41.53,-22.64,-51.03,0,7
1771749763189,2026-02-22T08:42:43.189Z,13,25.39,21.05,87.02,0,7
1771749765289,2026-02-22T08:42:45.289Z,13,-36.91,30.26,-140.74,0,7
1771749767389,2026-02-22T08:42:47.389Z,13,16.03,-11.87,101.96,1,7
1771749769489,2026-02-22T08:42:49.489Z,13,36.45,-21.22,-7.57,0,7
1771749771589,2026-02-22T08:42:51.589Z,13,6.7,-0.25,147.49,1,7
1771749773689,2026-02-22T08:42:53.689Z,13,-15.09,2.82,-156.35,1,7
1771749775789,2026-02-22T08:42:55.789Z,13,4.79,1.26,-62.93,1,7
1771749777889,2026-02-22T08:42:57.889Z,13,36.34,21.98,72.64,0,7
1771749779989,2026-02-22T08:42:59.989Z,13,-35.75,-28.28,117.87,0,7
1771749782089,2026-02-22T08:43:02.089Z,13,8.27,-4.87,-67.49,1,7
1771749784189,2026-02-22T08:43:04.189Z,13,16.33,4.86,-9.26,1,7
1771749786289,2026-02-22T08:43:06.289Z,13,-14.93,-1.77,88.05,1,7
1771749788389,2026-02-22T08:43:08.389Z,13,-13.32,-11.44,164.38,1,7
1771749790489,2026-02-22T08:43:10.489Z,13,-35.27,37.36,79.58,0,7
1771749706489,2026-02-22T08:41:46.489Z,14,0.27,-8.98,-6.41,1,4
1771749708589,2026-02-22T08:41:48.589Z,14,46.13,22.3,-79.72,0,4
1771749710689,2026-02-22T08:41:50.689Z,14,-2.55,1.59,96.28,1,4
1771749712789,2026-02-22T08:41:52.789Z,14,-40.22,20.58,-81.62,0,4
1771749714889,2026-02-22T08:41:54.889Z,14,33.78,-37.4,23.88,0,4
1771749716989,2026-02-22T08:41:56.989Z,14,-12.89,3.46,-168.96,1,4
1771749719089,2026-02-22T08:41:59.089Z,14,-34.4,26.82,-46.78,0,4
1771749721189,2026-02-22T08:42:01.189Z,14,-47.08,-23.15,42.42,0,4
1771749723289,2026-02-22T08:42:03.289Z,14,36.08,29.71,-20.86,0,4
1771749725389,2026-02-22T08:42:05.389Z,14,9.18,-10.04,-25.23,1,4
1771749727489,2026-02-22T08:42:07.489Z,14,6.43,-0.35,60.17,1,4
1771749729589,2026-02-22T08:42:09.589Z,14,-3.77,2.58,-177.23,1,4
1771749731689,2026-02-22T08:42:11.689Z,14,-10.4,-9.43,-88.01,1,4
1771749733789,2026-02-22T08:42:13.789Z,14,-17.72,6.42,-116.75,1,4
1771749735889,2026-02-22T08:42:15.889Z,14,7.33,0.01,120.01,1,4
1771749737989,2026-02-22T08:42:17.989Z,14,-34.93,-28.72,-14.49,0,4
1771749740089,2026-02-22T08:42:20.089Z,14,-6.73,-1.84,-34.41,1,4
1771749742189,2026-02-22T08:42:22.189Z,14,27.88,-39.32,-118.13,0,4
1771749744289,2026-02-22T08:42:24.289Z,14,45.8,21.76,124.01,0,4
1771749746389,2026-02-22T08:42:26.389Z,14,3.2,0.62,-37.52,1,4
1771749748489,2026-02-22T08:42:28.489Z,14,-5.78,-4.34,-119.47,1,4
1771749750589,2026-02-22T08:42:30.589Z,14,-13.9,0.26,146.13,1,4
1771749752689,2026-02-22T08:42:32.689Z,14,8.19,8.29,113.41,1,4
1771749754789,2026-02-22T08:42:34.789Z,14,-12.73,-7.87,36.86,1,4
1771749756889,2026-02-22T08:42:36.889Z,14,-29.43,29.28,22.94,0,4
1771749758989,2026-02-22T08:42:38.989Z,14,46.61,23.02,-155.42,0,4
1771749761089,2026-02-22T08:42:41.089Z,14,-7.1,-5.86,-159.78,1,4
1771749763189,2026-02-22T08:42:43.189Z,14,-6.83,-1.25,-159.52,1,4
1771749765289,2026-02-22T08:42:45.289Z,14,-41.12,-32.3,2.54,0,4
1771749767389,2026-02-22T08:42:47.389Z,14,1.96,7.59,142.52,1,4
1771749769489,2026-02-22T08:42:49.489Z,14,11.15,3.95,-64.25,1,4
1771749706489,2026-02-22T08:41:46.489Z,14,16.48,-1.29,111.95,1,5
1771749708589,2026-02-22T08:41:48.589Z,14,-37.61,-20.78,74.74,0,5
1771749710689,2026-02-22T08:41:50.689Z,14,-34.1,27.75,98.81,0,5
1771749712789,2026-02-22T08:41:52.789Z,14,-44.73,21.32,-145.98,0,5
1771749714889,2026-02-22T08:41:54.889Z,14,31.3,-26.67,29.79,0,5
1771749716989,2026-02-22T08:41:56.989Z,14,-5.41,12.16,71.45,1,5
1771749719089,2026-02-22T08:41:59.089Z,14,3.42,11.39,-68.55,1,5
1771749721189,2026-02-22T08:42:01.189Z,14,10.5,8.14,61.24,1,5
1771749723289,2026-02-22T08:42:03.289Z,14,-41.15,30.17,-173.44,0,5
1771749725389,2026-02-22T08:42:05.389Z,14,16.24,-4.11,95.82,1,5
1771749727489,2026-02-22T08:42:07.489Z,14,18.0,-8.97,-73.51,1,5
1771749729589,2026-02-22T08:42:09.589Z,14,-41.55,-31.94,-124.47,0,5
1771749731689,2026-02-22T08:42:11.689Z,14,6.94,3.24,144.96,1,5
1771749733789,2026-02-22T08:42:13.789Z,14,-35.27,-39.39,39.81,0,5
1771749735889,2026-02-22T08:42:15.889Z,14,30.85,-26.19,111.1,0,5
1771749737989,2026-02-22T08:42:17.989Z,14,12.06,-3.44,160.97,1,5
1771749740089,2026-02-22T08:42:20.089Z,14,44.24,30.06,-29.28,0,5
1771749742189,2026-02-22T08:42:22.189Z,14,-10.81,2.72,134.28,1,5
1771749744289,2026-02-22T08:42:24.289Z,14,-0.7,-3.35,156.35,1,5
1771749746389,2026-02-22T08:42:26.389Z,14,-32.13,-25.46,145.91,0,5
1771749748489,2026-02-22T08:42:28.489Z,14,-2.25,11.61,-100.07,1,5
1771749750589,2026-02-22T08:42:30.589Z,14,-5.41,-12.31,-160.83,1,5
1771749752689,2026-02-22T08:42:32.689Z,14,-9.51,12.86,-45.03,1,5
1771749754789,2026-02-22T08:42:34.789Z,14,15.51,8.82,53.99,1,5
1771749756889,2026-02-22T08:42:36.889Z,14,-25.96,33.92,-130.03,0,5
1771749758989,2026-02-22T08:42:38.989Z,14,40.38,-20.38,-102.36,0,5
1771749761089,2026-02-22T08:42:41.089Z,14,15.85,2.83,-27.63,1,5
1771749763189,2026-02-22T08:42:43.189Z,14,-32.53,-24.77,50.02,0,5
1771749765289,2026-02-22T08:42:45.289Z,14,-27.77,31.93,-174.08,0,5
1771749767389,2026-02-22T08:42:47.389Z,14,-42.96,28.58,41.33,0,5
1771749769489,2026-02-22T08:42:49.489Z,14,-3.0,4.27,-149.18,1,5
1771749771589,2026-02-22T08:42:51.589Z,14,-48.84,-27.81,-10.75,0,5
1771749773689,2026-02-22T08:42:53.689Z,14,31.34,-27.14,-155.68,0,5
1771749775789,2026-02-22T08:42:55.789Z,14,5.66,-10.3,29.49,1,5
1771749777889,2026-02-22T08:42:57.889Z,14,-26.11,36.27,-116.97,0,5
1771749706489,2026-02-22T08:41:46.489Z,14,-11.44,-9.49,77.78,1,6
1771749708589,2026-02-22T08:41:48.589Z,14,-32.34,-35.82,138.88,0,6
1771749710689,2026-02-22T08:41:50.689Z,14,-6.84,-2.65,113.55,1,6
1771749712789,2026-02-22T08:41:52.789Z,14,-16.68,3.82,-77.0,1,6
1771749714889,2026-02-22T08:41:54.889Z,14,-46.64,25.46,107.76,0,6
1771749716989,2026-02-22T08:41:56.989Z,14,-3.6,-1.57,164.33,1,6
1771749719089,2026-02-22T08:41:59.089Z,14,-11.27,4.99,-47.76,1,6
1771749721189,2026-02-22T08:42:01.189Z,14,45.03,21.58,36.88,0,6
1771749723289,2026-02-22T08:42:03.289Z,14,33.03,-26.56,-73.57,0,6
1771749725389,2026-02-22T08:42:05.389Z,14,7.84,-8.67,-20.19,1,6
1771749727489,2026-02-22T08:42:07.489Z,14,8.17,10.7,41.35,1,6
1771749729589,2026-02-22T08:42:09.589Z,14,5.02,7.58,-159.35,1,6
1771749731689,2026-02-22T08:42:11.689Z,14,34.08,-39.06,-128.6,0,6
1771749733789,2026-02-22T08:42:13.789Z,14,25.87,-24.72,52.26,0,6
1771749735889,2026-02-22T08:42:15.889Z,14,16.18,-12.16,-124.76,1,6
1771749737989,2026-02-22T08:42:17.989Z,14,-4.65,-1.46,-152.32,1,6
1771749740089,2026-02-22T08:42:20.089Z,14,-4.79,-4.83,-79.67,1,6
1771749742189,2026-02-22T08:42:22.189Z,14,-43.39,30.35,148.88,0,6
1771749744289,2026-02-22T08:42:24.289Z,14,9.9,5.3,-102.75,1,6
1771749746389,2026-02-22T08:42:26.389Z,14,30.0,-37.06,-17.26,0,6
1771749748489,2026-02-22T08:42:28.489Z,14,49.93,33.36,75.43,0,6
1771749750589,2026-02-22T08:42:30.589Z,14,-7.55,-5.2,-123.3,1,6
1771749752689,2026-02-22T08:42:32.689Z,14,-44.84,-22.43,-107.65,0,6
1771749754789,2026-02-22T08:42:34.789Z,14,10.45,-12.32,19.45,1,6
1771749756889,2026-02-22T08:42:36.889Z,14,10.93,1.34,40.3,1,6
1771749758989,2026-02-22T08:42:38.989Z,14,-6.87,12.99,78.79,1,6
1771749761089,2026-02-22T08:42:41.089Z,14,9.69,8.41,-153.45,1,6
1771749763189,2026-02-22T08:42:43.189Z,14,-36.25,22.57,118.46,0,6
1771749765289,2026-02-22T08:42:45.289Z,14,3.16,6.96,-133.55,1,6
1771749767389,2026-02-22T08:42:47.389Z,14,13.26,8.62,6.52,1,6
1771749769489,2026-02-22T08:42:49.489Z,14,-12.17,11.3,-98.83,1,6
1771749771589,2026-02-22T08:42:51.589Z,14,46.15,23.93,164.29,0,6
1771749773689,2026-02-22T08:42:53.689Z,14,4.5,2.98,-146.37,1,6
1771749775789,2026-02-22T08:42:55.789Z,14,-29.28,36.85,22.9,0,6
1771749777889,2026-02-22T08:42:57.889Z,14,-27.03,33.02,96.11,0,6
1771749779989,2026-02-22T08:42:59.989Z,14,5.0,-0.05,45.78,1,6
1771749782089,2026-02-22T08:43:02.089Z,14,16.44,-0.44,109.69,1,6
1771749784189,2026-02-22T08:43:04.189Z,14,36.34,-23.16,-30.38,0,6
1771749786289,2026-02-22T08:43:06.289Z,14,-5.75,-9.26,130.13,1,6
