timestamp,user_id,material_id,engagement_score,session_duration_s,signal_length,sampling_rate_hz,mean,std,max,min,energy,power,zero_crossings,zcr,dominant_freq_hz,spectral_centroid,reading_ratio,idle_ratio,skimming_ratio,base_score,energy_bonus,zcr_bonus,final_score,filter_type,filter_order,scipy_available,scroll_engagement_score
2026-02-24T08:30:41.375,26,2,63.31,89,89,1.0,206.91,427.39,533.14,0.0,995.18,995.18,22,0.256,0.0151,0.1752,0.5148,0.2642,0.221,30.89,24.88,12.8,68.57,FIR_moving_average,5,True,63.31
2026-02-25T01:59:20.375,26,3,66.94,55,55,1.0,235.91,222.59,810.69,0.0,789.5,789.5,16,0.3071,0.0743,0.1448,0.4772,0.3655,0.1573,28.63,19.74,14.64,63.01,FIR_moving_average,5,True,66.94
2026-02-24T10:40:33.375,26,3,66.94,192,192,1.0,243.09,367.41,575.51,0.0,683.48,683.48,58,0.3029,0.0451,0.1405,0.4934,0.3449,0.1617,29.61,17.09,14.86,61.55,FIR_moving_average,5,True,66.94
2026-02-24T19:00:16.375,27,2,52.15,75,75,1.0,195.88,279.5,945.04,0.0,769.5,769.5,18,0.2493,0.0681,0.1371,0.3443,0.2172,0.4385,20.66,19.24,12.46,52.36,FIR_moving_average,5,True,52.15
2026-02-24T09:20:41.375,27,3,54.46,55,55,1.0,209.95,229.77,690.74,0.0,697.34,697.34,13,0.2502,0.0145,0.121,0.313,0.2158,0.4711,18.78,17.43,12.51,48.72,FIR_moving_average,5,True,54.46
2026-02-24T19:57:25.375,27,3,54.46,169,169,1.0,220.08,209.54,667.61,0.0,1009.58,1009.58,46,0.2728,0.0813,0.1513,0.3122,0.2218,0.466,18.73,25,13.64,57.37,FIR_moving_average,5,True,54.46
2026-02-24T18:32:18.375,28,2,64.42,176,176,1.0,227.43,381.47,515.01,0.0,1123.42,1123.42,48,0.2752,0.0186,0.1395,0.3753,0.2365,0.3882,22.52,25,13.76,61.28,FIR_moving_average,5,True,64.42
2026-02-25T01:55:05.375,28,3,55.08,234,234,1.0,193.74,425.79,517.3,0.0,858.47,858.47,60,0.2587,0.0506,0.1328,0.3968,0.2923,0.3109,23.81,21.46,12.93,58.2,FIR_moving_average,5,True,55.08
2026-02-24T12:51:05.375,28,3,55.08,57,57,1.0,225.54,396.53,747.81,0.0,805.46,805.46,14,0.2528,0.0267,0.122,0.3382,0.2095,0.4523,20.29,20.14,12.64,53.07,FIR_moving_average,5,True,55.08
2026-02-24T20:15:14.375,29,2,70.06,220,220,1.0,252.43,489.32,736.98,0.0,1200.0,1200.0,66,0.304,0.0106,0.1405,0.4514,0.3384,0.2101,27.08,25,14.8,66.88,FIR_moving_average,5,True,70.06
2026-02-24T20:14:15.375,29,2,70.06,92,92,1.0,231.85,435.96,951.2,0.0,1189.79,1189.79,28,0.3131,0.0265,0.1315,0.5098,0.1576,0.3326,30.59,25,14.34,69.93,FIR_moving_average,5,True,70.06
2026-02-24T10:39:44.375,29,3,55.21,33,33,1.0,196.1,419.77,968.26,0.0,929.76,929.76,9,0.2779,0.0757,0.1667,0.3674,0.3385,0.2941,22.05,23.24,13.89,59.18,FIR_moving_average,5,True,55.21
2026-02-24T21:39:29.375,29,3,55.21,108,108,1.0,198.75,254.79,820.78,0.0,860.61,860.61,24,0.2279,0.0418,0.1275,0.4033,0.2221,0.3747,24.2,21.52,11.4,57.11,FIR_moving_average,5,True,55.21
2026-02-24T22:22:10.375,30,2,49.77,196,196,1.0,206.63,281.1,672.47,0.0,647.75,647.75,34,0.175,0.0723,0.1667,0.3222,0.3668,0.3111,19.33,16.19,8.75,44.27,FIR_moving_average,5,True,49.77
2026-02-24T19:20:05.375,30,3,38.71,58,58,1.0,195.62,361.11,961.09,0.0,442.32,442.32,13,0.2307,0.0182,0.1844,0.294,0.3742,0.3318,17.64,11.06,11.53,40.23,FIR_moving_average,5,True,38.71
2026-02-24T20:08:53.375,30,3,38.71,168,168,1.0,192.82,276.59,778.0,0.0,788.27,788.27,37,0.2255,0.0812,0.1927,0.3488,0.3861,0.265,20.93,19.71,11.27,51.91,FIR_moving_average,5,True,38.71
2026-02-24T19:13:45.375,31,2,60.27,148,148,1.0,218.79,207.09,874.6,0.0,1056.63,1056.63,36,0.2468,0.0494,0.1726,0.4174,0.4076,0.175,25.04,25,12.34,62.38,FIR_moving_average,5,True,60.27
2026-02-25T01:58:18.375,31,3,70.4,280,280,1.0,226.03,331.15,521.81,0.0,1127.19,1127.19,82,0.2957,0.0463,0.179,0.5027,0.2072,0.2901,30.16,25,14.79,69.95,FIR_moving_average,5,True,70.4
2026-02-25T03:33:03.375,32,2,68.08,130,130,1.0,255.35,283.58,634.51,0.0,993.46,993.46,40,0.3126,0.0493,0.1559,0.3607,0.4378,0.2015,21.64,24.84,14.37,60.85,FIR_moving_average,5,True,68.08
2026-02-24T09:41:11.375,32,3,61.49,110,110,1.0,210.48,414.32,504.86,0.0,752.06,752.06,38,0.3498,0.0159,0.1333,0.4515,0.2545,0.2939,27.09,18.8,12.51,58.4,FIR_moving_average,5,True,61.49
2026-02-24T05:56:47.375,33,2,54.5,251,251,1.0,189.08,206.19,774.27,0.0,709.43,709.43,74,0.2957,0.0439,0.1835,0.3234,0.3002,0.3764,19.4,17.74,14.79,51.92,FIR_moving_average,5,True,54.5
2026-02-24T14:07:42.375,33,3,43.98,146,146,1.0,198.68,370.44,544.99,0.0,700.35,700.35,31,0.215,0.0327,0.1525,0.2506,0.2258,0.5235,15.04,17.51,10.75,43.3,FIR_moving_average,5,True,43.98
2026-02-24T06:15:34.375,33,3,43.98,30,30,1.0,197.62,245.68,617.55,0.0,723.66,723.66,6,0.2096,0.0717,0.1361,0.2215,0.2623,0.5162,13.29,18.09,10.48,41.86,FIR_moving_average,5,True,43.98
2026-02-25T03:54:34.375,34,2,43.59,219,219,1.0,188.91,452.79,541.1,0.0,440.35,440.35,53,0.2448,0.0869,0.1928,0.3305,0.2128,0.4567,19.83,11.01,12.24,43.08,FIR_moving_average,5,True,43.59
2026-02-24T22:53:39.375,34,2,43.59,138,138,1.0,191.05,452.35,794.74,0.0,630.15,630.15,33,0.2434,0.035,0.1375,0.2616,0.5169,0.2215,15.7,15.75,12.17,43.62,FIR_moving_average,5,True,43.59
2026-02-24T08:56:26.375,34,3,45.88,60,60,1.0,192.7,225.55,546.23,0.0,923.58,923.58,13,0.2196,0.0644,0.1717,0.3148,0.3277,0.3575,18.89,23.09,10.98,52.96,FIR_moving_average,5,True,45.88
2026-02-24T14:51:06.375,34,3,45.88,207,207,1.0,177.76,205.45,817.96,0.0,861.23,861.23,53,0.2563,0.0824,0.1732,0.3079,0.3664,0.3258,18.47,21.53,12.81,52.82,FIR_moving_average,5,True,45.88
2026-02-24T20:26:57.375,35,2,75,172,172,1.0,253.89,285.02,945.29,0.0,973.24,973.24,46,0.2722,0.0346,0.1524,0.5391,0.2141,0.2469,32.34,24.33,13.61,70.29,FIR_moving_average,5,True,75
2026-02-24T07:22:15.375,35,3,75,105,105,1.0,230.64,241.78,885.0,0.0,1071.98,1071.98,33,0.3214,0.0919,0.1751,0.5772,0.172,0.2508,34.63,25,13.93,73.56,FIR_moving_average,5,True,75
2026-02-24T10:25:59.375,35,3,75,107,107,1.0,268.73,244.79,945.34,0.0,1133.53,1133.53,28,0.2705,0.0227,0.1625,0.4905,0.2744,0.2351,29.43,25,13.53,67.96,FIR_moving_average,5,True,75
2026-02-24T17:14:28.375,36,2,54.41,206,206,1.0,227.66,323.48,579.88,0.0,777.88,777.88,54,0.2658,0.0937,0.1476,0.3808,0.4099,0.2093,22.85,19.45,13.29,55.58,FIR_moving_average,5,True,54.41
2026-02-24T06:03:01.375,36,2,54.41,146,146,1.0,211.22,241.85,850.61,0.0,587.69,587.69,27,0.1903,0.0196,0.1293,0.3352,0.2017,0.4631,20.11,14.69,9.52,44.32,FIR_moving_average,5,True,54.41
2026-02-25T04:17:39.375,36,3,41.28,47,47,1.0,174.03,459.88,698.79,0.0,695.03,695.03,12,0.2705,0.0895,0.1249,0.3204,0.2929,0.3867,19.22,17.38,13.53,50.12,FIR_moving_average,5,True,41.28
2026-02-24T11:42:42.375,36,3,41.28,184,184,1.0,167.67,272.69,571.66,0.0,439.69,439.69,47,0.2556,0.0178,0.1272,0.2965,0.326,0.3775,17.79,10.99,12.78,41.57,FIR_moving_average,5,True,41.28
2026-02-25T02:05:23.375,37,2,62.83,62,62,1.0,210.66,396.46,632.25,0.0,1090.92,1090.92,15,0.2506,0.0579,0.1499,0.3646,0.3774,0.258,21.88,25,12.53,59.41,FIR_moving_average,5,True,62.83
2026-02-24T21:03:01.375,37,3,51.04,218,218,1.0,211.3,492.07,629.27,0.0,896.35,896.35,57,0.2626,0.0444,0.1237,0.3166,0.4663,0.2171,18.99,22.41,13.13,54.53,FIR_moving_average,5,True,51.04
2026-02-25T05:16:05.375,37,3,51.04,108,108,1.0,216.17,289.95,912.61,0.0,1004.19,1004.19,28,0.2671,0.0123,0.1698,0.3695,0.3001,0.3304,22.17,25,13.36,60.53,FIR_moving_average,5,True,51.04
2026-02-25T04:12:21.375,38,2,47.12,214,214,1.0,184.62,304.92,980.55,0.0,953.22,953.22,47,0.2232,0.0175,0.1999,0.3349,0.461,0.204,20.1,23.83,11.16,55.09,FIR_moving_average,5,True,47.12
2026-02-24T11:34:22.375,38,2,47.12,166,166,1.0,207.28,400.45,591.64,0.0,630.13,630.13,46,0.2806,0.0508,0.1203,0.4199,0.2119,0.3682,25.19,15.75,14.03,54.97,FIR_moving_average,5,True,47.12
2026-02-24T19:31:21.375,38,3,50.38,137,137,1.0,215.0,282.82,538.29,0.0,980.15,980.15,30,0.2231,0.0934,0.1903,0.459,0.3318,0.2092,27.54,24.5,11.16,63.2,FIR_moving_average,5,True,50.38
2026-02-25T01:17:17.375,38,3,50.38,134,134,1.0,199.69,448.96,831.2,0.0,815.57,815.57,36,0.2718,0.062,0.1711,0.2606,0.3015,0.4378,15.64,20.39,13.59,49.62,FIR_moving_average,5,True,50.38
2026-02-24T23:38:35.375,39,2,70.96,185,185,1.0,234.45,281.56,604.74,0.0,1206.31,1206.31,56,0.3072,0.0148,0.1781,0.5071,0.2594,0.2335,30.43,25,14.64,70.07,FIR_moving_average,5,True,70.96
2026-02-24T10:57:51.375,39,3,66.32,170,170,1.0,246.38,381.38,875.6,0.0,981.8,981.8,47,0.2771,0.0247,0.1405,0.4913,0.221,0.2877,29.48,24.54,13.85,67.88,FIR_moving_average,5,True,66.32
2026-02-24T11:40:54.375,39,3,66.32,231,231,1.0,238.35,226.38,561.86,0.0,1063.71,1063.71,66,0.2859,0.0704,0.169,0.5145,0.2799,0.2057,30.87,25,14.3,70.16,FIR_moving_average,5,True,66.32
2026-02-24T10:45:36.375,40,2,63.19,165,165,1.0,215.39,403.15,894.48,0.0,633.16,633.16,43,0.2657,0.055,0.1891,0.3802,0.3009,0.3189,22.81,15.83,13.28,51.92,FIR_moving_average,5,True,63.19
2026-02-24T07:46:30.375,40,3,61.3,215,215,1.0,242.32,321.55,933.09,0.0,881.42,881.42,57,0.2683,0.0116,0.1877,0.3894,0.3789,0.2317,23.37,22.04,13.42,58.82,FIR_moving_average,5,True,61.3
2026-02-24T11:16:43.375,41,2,73.87,53,53,1.0,231.03,417.86,623.57,0.0,924.23,924.23,16,0.3143,0.0126,0.1767,0.3732,0.3924,0.2344,22.39,23.11,14.28,59.78,FIR_moving_average,5,True,73.87
2026-02-25T03:40:25.375,41,3,75,109,109,1.0,249.87,230.14,864.99,0.0,1222.98,1222.98,28,0.2633,0.0885,0.1508,0.5227,0.144,0.3333,31.36,25,13.16,69.52,FIR_moving_average,5,True,75
